customer_id,age,gender,item_purchased,category,purchase_amount_usd,state,size,color,season,satisfaction_score,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,observed_category,estimated_total_purchases,observed_promo_usage,frequency_proxy_days,gross_amount,discount_amount,estimated_cogs_40,net_margin_contribution,margin_cogs_30,margin_cogs_50,loyalty_def_A_behavioral,loyalty_def_B_organic_margin,strategic_segment
114,20,Female,Coat,Outerwear,28,Wyoming,M,Olive,Spring,4.8,No,Standard,No,No,20,Bank Transfer,Every 3 Months,Outerwear,21,0,90,28.0,0.0,11.2,11.8,14.6,9.0,False,False,4. Mid-Tier Core
115,33,Male,Shorts,Clothing,77,Nevada,M,Turquoise,Summer,3.8,No,Next Day Air,No,No,18,Bank Transfer,Annually,Clothing,19,0,365,77.0,0.0,30.8,41.2,48.9,33.5,False,True,1. High Value Organic
116,42,Female,Boots,Footwear,38,Utah,L,Beige,Winter,4.1,No,Free Shipping,No,No,6,Cash,Quarterly,Footwear,7,0,90,38.0,0.0,15.2,17.8,21.6,14.0,False,False,4. Mid-Tier Core
117,58,Male,Gloves,Accessories,47,Missouri,M,Yellow,Summer,3.0,No,Express,Yes,Yes,30,Debit Card,Every 3 Months,Accessories,31,1,90,58.75,11.75,23.5,18.5,24.38,12.62,False,False,3. Promo-Using Repeat
118,21,Female,Backpack,Accessories,39,Colorado,M,Brown,Fall,4.0,Yes,Free Shipping,Yes,Yes,36,Cash,Every 3 Months,Accessories,37,1,90,48.75,9.75,19.5,14.5,19.38,9.62,False,False,3. Promo-Using Repeat
119,56,Male,Sweater,Clothing,77,Hawaii,M,Red,Fall,4.6,Yes,Free Shipping,No,No,8,PayPal,Monthly,Clothing,9,0,30,77.0,0.0,30.8,41.2,48.9,33.5,False,False,4. Mid-Tier Core
120,31,Female,Boots,Footwear,56,Oregon,S,Olive,Spring,2.7,No,Store Pickup,No,No,39,Venmo,Annually,Footwear,40,0,365,56.0,0.0,22.4,28.6,34.2,23.0,False,False,1. High Value Organic
121,34,Male,Sweater,Clothing,47,Maine,L,Charcoal,Summer,4.0,No,Standard,Yes,Yes,45,Credit Card,Weekly,Clothing,46,1,7,58.75,11.75,23.5,18.5,24.38,12.62,False,False,3. Promo-Using Repeat
122,33,Male,Jeans,Clothing,29,Hawaii,L,Gray,Winter,3.1,No,Express,No,No,20,PayPal,Fortnightly,Clothing,21,0,14,29.0,0.0,11.6,12.4,15.3,9.5,False,False,4. Mid-Tier Core
123,54,Male,Dress,Clothing,68,Tennessee,L,Silver,Fall,3.8,Yes,Store Pickup,No,No,2,Venmo,Every 3 Months,Clothing,3,0,90,68.0,0.0,27.2,35.8,42.6,29.0,False,False,4. Mid-Tier Core
124,46,Male,Sneakers,Footwear,54,Wyoming,M,Charcoal,Winter,3.8,Yes,Free Shipping,No,No,20,Debit Card,Weekly,Footwear,21,0,7,54.0,0.0,21.6,27.4,32.8,22.0,False,False,4. Mid-Tier Core
125,51,Male,Backpack,Accessories,48,Nebraska,M,Green,Summer,3.7,No,Standard,No,No,23,Bank Transfer,Bi-Weekly,Accessories,24,0,14,48.0,0.0,19.2,23.8,28.6,19.0,False,False,4. Mid-Tier Core
126,59,Female,Hoodie,Clothing,27,Texas,S,Purple,Winter,3.6,No,Store Pickup,No,No,47,Cash,Fortnightly,Clothing,48,0,14,27.0,0.0,10.8,11.2,13.9,8.5,False,False,4. Mid-Tier Core
127,60,Female,Boots,Footwear,36,Indiana,L,Purple,Winter,2.6,No,Store Pickup,No,No,4,Venmo,Fortnightly,Footwear,5,0,14,36.0,0.0,14.4,16.6,20.2,13.0,False,False,4. Mid-Tier Core
128,31,Male,Jacket,Outerwear,88,South Dakota,S,Maroon,Spring,4.0,No,Express,No,No,41,Venmo,Bi-Weekly,Outerwear,42,0,14,88.0,0.0,35.2,47.8,56.6,39.0,True,True,1. High Value Organic
129,48,Female,Handbag,Accessories,87,Idaho,M,Black,Fall,4.2,No,Free Shipping,Yes,Yes,13,Venmo,Every 3 Months,Accessories,14,1,90,108.75,21.75,43.5,38.5,49.38,27.62,False,False,2. High Spend Bargain Hunter
130,18,Male,Jacket,Outerwear,73,Montana,S,Green,Winter,3.4,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly,Outerwear,20,0,14,73.0,0.0,29.2,38.8,46.1,31.5,False,True,1. High Value Organic
131,49,Male,Jewelry,Accessories,63,Iowa,S,Turquoise,Fall,4.2,No,Store Pickup,No,No,9,Credit Card,Bi-Weekly,Accessories,10,0,14,63.0,0.0,25.2,32.8,39.1,26.5,False,False,4. Mid-Tier Core
132,23,Female,Coat,Outerwear,45,North Dakota,M,Maroon,Fall,4.0,No,Next Day Air,No,No,48,Bank Transfer,Monthly,Outerwear,49,0,30,45.0,0.0,18.0,22.0,26.5,17.5,False,False,4. Mid-Tier Core
133,60,Male,Socks,Clothing,42,Illinois,S,Green,Winter,4.7,Yes,Next Day Air,No,No,15,PayPal,Bi-Weekly,Clothing,16,0,14,42.0,0.0,16.8,20.2,24.4,16.0,False,False,4. Mid-Tier Core
134,51,Male,Sunglasses,Accessories,87,Arizona,XL,Turquoise,Fall,3.3,No,Free Shipping,Yes,Yes,2,Venmo,Bi-Weekly,Accessories,3,1,14,108.75,21.75,43.5,38.5,49.38,27.62,False,False,2. High Spend Bargain Hunter
135,47,Male,Sandals,Footwear,93,Nebraska,M,Pink,Summer,2.8,No,Free Shipping,No,No,36,PayPal,Annually,Footwear,37,0,365,93.0,0.0,37.2,50.8,60.1,41.5,True,True,1. High Value Organic
136,18,Male,Gloves,Accessories,64,Maryland,S,Lavender,Summer,4.1,No,Standard,No,No,9,Cash,Fortnightly,Accessories,10,0,14,64.0,0.0,25.6,33.4,39.8,27.0,False,False,4. Mid-Tier Core
137,59,Female,Scarf,Accessories,99,Indiana,M,White,Spring,4.3,No,Free Shipping,No,No,25,Cash,Quarterly,Accessories,26,0,90,99.0,0.0,39.6,54.4,64.3,44.5,True,True,1. High Value Organic
138,67,Male,Sandals,Footwear,68,Kansas,L,Gray,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,15,Credit Card,Annually,Footwear,16,1,365,85.0,17.0,34.0,29.0,37.5,20.5,False,False,3. Promo-Using Repeat
139,27,Male,Shorts,Clothing,96,North Dakota,XL,Turquoise,Summer,4.2,No,Store Pickup,No,No,39,Venmo,Fortnightly,Clothing,40,0,14,96.0,0.0,38.4,52.6,62.2,43.0,True,True,1. High Value Organic
140,63,Male,Dress,Clothing,61,Alaska,M,Black,Fall,2.7,No,Next Day Air,No,No,9,Venmo,Quarterly,Clothing,10,0,90,61.0,0.0,24.4,31.6,37.7,25.5,False,False,4. Mid-Tier Core
141,21,Male,Shirt,Clothing,79,Maine,L,Teal,Summer,4.1,No,Free Shipping,Yes,Yes,3,Bank Transfer,Annually,Clothing,4,1,365,98.75,19.75,39.5,34.5,44.38,24.62,False,False,2. High Spend Bargain Hunter
142,19,Female,Jeans,Clothing,21,Iowa,M,Maroon,Summer,3.7,Yes,Standard,Yes,Yes,36,Debit Card,Bi-Weekly,Clothing,37,1,14,26.25,5.25,10.5,5.5,8.12,2.88,False,False,3. Promo-Using Repeat
143,33,Male,Scarf,Accessories,49,Alabama,S,Peach,Fall,5.0,No,Store Pickup,Yes,Yes,45,PayPal,Quarterly,Accessories,46,1,90,61.25,12.25,24.5,19.5,25.62,13.38,False,False,3. Promo-Using Repeat
144,37,Female,Coat,Outerwear,84,New Jersey,M,Silver,Spring,2.7,No,Express,Yes,Yes,16,PayPal,Monthly,Outerwear,17,1,30,105.0,21.0,42.0,37.0,47.5,26.5,False,False,2. High Spend Bargain Hunter
145,31,Male,Hoodie,Clothing,42,Maine,M,Maroon,Summer,3.1,No,Next Day Air,No,No,23,Cash,Annually,Clothing,24,0,365,42.0,0.0,16.8,20.2,24.4,16.0,False,False,4. Mid-Tier Core
146,52,Female,Socks,Clothing,34,Nevada,M,Orange,Spring,3.8,No,Store Pickup,No,No,18,Debit Card,Quarterly,Clothing,19,0,90,34.0,0.0,13.6,15.4,18.8,12.0,False,False,4. Mid-Tier Core
147,31,Female,Backpack,Accessories,99,Montana,M,Olive,Summer,3.5,Yes,Free Shipping,No,No,35,Cash,Monthly,Accessories,36,0,30,99.0,0.0,39.6,54.4,64.3,44.5,True,True,1. High Value Organic
148,27,Female,Hoodie,Clothing,44,South Carolina,XL,Black,Winter,4.0,No,2-Day Shipping,No,No,3,Credit Card,Fortnightly,Clothing,4,0,14,44.0,0.0,17.6,21.4,25.8,17.0,False,False,4. Mid-Tier Core
149,70,Male,Shirt,Clothing,40,Idaho,M,Green,Fall,2.7,No,Standard,Yes,Yes,13,Bank Transfer,Annually,Clothing,14,1,365,50.0,10.0,20.0,15.0,20.0,10.0,False,False,3. Promo-Using Repeat
150,23,Male,Socks,Clothing,62,Maine,L,Brown,Summer,2.7,No,Free Shipping,Yes,Yes,25,Cash,Monthly,Clothing,26,1,30,77.5,15.5,31.0,26.0,33.75,18.25,False,False,3. Promo-Using Repeat
151,48,Female,Dress,Clothing,92,California,M,Turquoise,Winter,2.8,No,Next Day Air,No,No,7,PayPal,Fortnightly,Clothing,8,0,14,92.0,0.0,36.8,50.2,59.4,41.0,False,False,4. Mid-Tier Core
152,57,Female,Sandals,Footwear,71,Ohio,M,Silver,Summer,4.3,No,Store Pickup,No,No,35,Credit Card,Annually,Footwear,36,0,365,71.0,0.0,28.4,37.6,44.7,30.5,False,False,1. High Value Organic
153,54,Male,Gloves,Accessories,24,Maine,S,Magenta,Spring,4.5,No,Free Shipping,No,No,39,Debit Card,Fortnightly,Accessories,40,0,14,24.0,0.0,9.6,9.4,11.8,7.0,False,False,4. Mid-Tier Core
154,67,Male,Sunglasses,Accessories,72,North Carolina,S,White,Winter,2.8,No,2-Day Shipping,Yes,Yes,26,Bank Transfer,Annually,Accessories,27,1,365,90.0,18.0,36.0,31.0,40.0,22.0,False,False,3. Promo-Using Repeat
155,35,Male,Sweater,Clothing,71,Ohio,M,Magenta,Spring,4.7,No,Express,Yes,Yes,9,Venmo,Fortnightly,Clothing,10,1,14,88.75,17.75,35.5,30.5,39.38,21.62,False,False,3. Promo-Using Repeat
156,46,Male,Sweater,Clothing,77,Minnesota,M,Violet,Summer,4.1,No,Express,No,No,15,Venmo,Annually,Clothing,16,0,365,77.0,0.0,30.8,41.2,48.9,33.5,False,True,1. High Value Organic
157,36,Male,Boots,Footwear,63,Kentucky,M,Purple,Winter,2.6,No,Express,No,No,45,Credit Card,Quarterly,Footwear,46,0,90,63.0,0.0,25.2,32.8,39.1,26.5,False,False,1. High Value Organic
158,37,Female,Backpack,Accessories,77,Vermont,M,Violet,Fall,4.4,No,Standard,Yes,Yes,43,Cash,Bi-Weekly,Accessories,44,1,14,96.25,19.25,38.5,33.5,43.12,23.88,False,False,3. Promo-Using Repeat
159,49,Male,Sneakers,Footwear,29,Iowa,S,Peach,Fall,4.7,No,Express,No,No,9,Cash,Every 3 Months,Footwear,10,0,90,29.0,0.0,11.6,12.4,15.3,9.5,False,False,4. Mid-Tier Core
160,53,Male,Socks,Clothing,97,South Dakota,L,Beige,Spring,4.7,No,Standard,Yes,Yes,12,Credit Card,Weekly,Clothing,13,1,7,121.25,24.25,48.5,43.5,55.62,31.38,False,False,2. High Spend Bargain Hunter
161,49,Female,Gloves,Accessories,51,Alaska,L,Violet,Spring,3.3,No,Express,No,No,25,Credit Card,Monthly,Accessories,26,0,30,51.0,0.0,20.4,25.6,30.7,20.5,False,False,4. Mid-Tier Core
162,69,Male,Jewelry,Accessories,63,Alaska,M,Cyan,Fall,5.0,No,Store Pickup,Yes,Yes,39,Venmo,Annually,Accessories,40,1,365,78.75,15.75,31.5,26.5,34.38,18.62,False,False,3. Promo-Using Repeat
163,38,Female,Handbag,Accessories,40,Louisiana,L,Black,Summer,3.0,Yes,Store Pickup,No,No,22,Credit Card,Fortnightly,Accessories,23,0,14,40.0,0.0,16.0,19.0,23.0,15.0,False,False,4. Mid-Tier Core
164,30,Male,Gloves,Accessories,48,Texas,L,Red,Summer,3.7,Yes,Standard,No,No,13,Bank Transfer,Quarterly,Accessories,14,0,90,48.0,0.0,19.2,23.8,28.6,19.0,False,False,4. Mid-Tier Core
165,20,Male,Sneakers,Footwear,38,California,L,Pink,Fall,4.1,No,Free Shipping,No,No,16,Venmo,Annually,Footwear,17,0,365,38.0,0.0,15.2,17.8,21.6,14.0,False,False,4. Mid-Tier Core
166,21,Male,Sneakers,Footwear,83,Maryland,L,Gold,Winter,4.3,No,Next Day Air,No,No,2,Venmo,Bi-Weekly,Footwear,3,0,14,83.0,0.0,33.2,44.8,53.1,36.5,False,False,4. Mid-Tier Core
167,39,Female,Handbag,Accessories,77,Hawaii,L,Black,Winter,4.9,No,Next Day Air,No,No,16,Credit Card,Every 3 Months,Accessories,17,0,90,77.0,0.0,30.8,41.2,48.9,33.5,False,True,1. High Value Organic
168,36,Female,Boots,Footwear,23,Rhode Island,L,Indigo,Spring,4.0,No,2-Day Shipping,No,No,40,Debit Card,Weekly,Footwear,41,0,7,23.0,0.0,9.2,8.8,11.1,6.5,False,False,4. Mid-Tier Core
169,62,Male,Shirt,Clothing,90,Rhode Island,M,Turquoise,Fall,2.8,Yes,Standard,Yes,Yes,4,Bank Transfer,Weekly,Clothing,5,1,7,112.5,22.5,45.0,40.0,51.25,28.75,False,False,2. High Spend Bargain Hunter
170,36,Male,Socks,Clothing,41,Colorado,M,Silver,Winter,4.5,No,2-Day Shipping,No,No,36,Bank Transfer,Every 3 Months,Clothing,37,0,90,41.0,0.0,16.4,19.6,23.7,15.5,False,False,4. Mid-Tier Core
171,35,Male,Hat,Accessories,66,Arkansas,L,Yellow,Winter,2.9,No,Standard,No,No,48,Credit Card,Every 3 Months,Accessories,49,0,90,66.0,0.0,26.4,34.6,41.2,28.0,False,False,1. High Value Organic
172,28,Female,Shirt,Clothing,35,Oregon,M,Gold,Spring,2.9,No,Store Pickup,No,No,45,Bank Transfer,Fortnightly,Clothing,46,0,14,35.0,0.0,14.0,16.0,19.5,12.5,False,False,4. Mid-Tier Core
173,36,Male,Sunglasses,Accessories,65,Indiana,L,Charcoal,Fall,4.5,No,2-Day Shipping,No,No,36,Bank Transfer,Weekly,Accessories,37,0,7,65.0,0.0,26.0,34.0,40.5,27.5,False,False,1. High Value Organic
174,56,Male,Sandals,Footwear,20,Colorado,L,Silver,Winter,2.9,No,Standard,Yes,Yes,31,PayPal,Fortnightly,Footwear,32,1,14,25.0,5.0,10.0,5.0,7.5,2.5,False,False,3. Promo-Using Repeat
175,41,Male,Sandals,Footwear,49,Nevada,M,Turquoise,Summer,4.8,Yes,Store Pickup,Yes,Yes,31,Cash,Fortnightly,Footwear,32,1,14,61.25,12.25,24.5,19.5,25.62,13.38,False,False,3. Promo-Using Repeat
176,26,Male,Sunglasses,Accessories,75,Illinois,S,Violet,Winter,3.4,No,Next Day Air,Yes,Yes,7,Bank Transfer,Every 3 Months,Accessories,8,1,90,93.75,18.75,37.5,32.5,41.88,23.12,False,False,3. Promo-Using Repeat
177,28,Female,Scarf,Accessories,34,Montana,M,Teal,Fall,3.2,No,Free Shipping,Yes,Yes,21,Cash,Bi-Weekly,Accessories,22,1,14,42.5,8.5,17.0,12.0,16.25,7.75,False,False,3. Promo-Using Repeat
178,54,Male,Jeans,Clothing,38,North Dakota,XL,Teal,Winter,3.0,Yes,2-Day Shipping,No,No,4,Cash,Fortnightly,Clothing,5,0,14,38.0,0.0,15.2,17.8,21.6,14.0,False,False,4. Mid-Tier Core
179,50,Male,Shorts,Clothing,80,Idaho,M,Violet,Winter,4.5,No,Free Shipping,No,No,6,Bank Transfer,Monthly,Clothing,7,0,30,80.0,0.0,32.0,43.0,51.0,35.0,False,False,4. Mid-Tier Core
180,38,Male,Sweater,Clothing,41,Maine,S,Peach,Fall,3.7,No,Standard,No,No,24,Bank Transfer,Annually,Clothing,25,0,365,41.0,0.0,16.4,19.6,23.7,15.5,False,False,4. Mid-Tier Core
181,68,Female,Shoes,Footwear,83,Alaska,M,Orange,Spring,3.3,No,Store Pickup,No,No,15,Debit Card,Every 3 Months,Footwear,16,0,90,83.0,0.0,33.2,44.8,53.1,36.5,False,True,1. High Value Organic
182,31,Male,Gloves,Accessories,59,Tennessee,L,Maroon,Winter,2.7,No,Standard,Yes,Yes,33,Cash,Annually,Accessories,34,1,365,73.75,14.75,29.5,24.5,31.88,17.12,False,False,3. Promo-Using Repeat
183,69,Male,Jeans,Clothing,69,Illinois,L,Brown,Summer,3.0,No,Standard,Yes,Yes,28,Venmo,Annually,Clothing,29,1,365,86.25,17.25,34.5,29.5,38.12,20.88,False,False,3. Promo-Using Repeat
184,26,Male,Sneakers,Footwear,67,Minnesota,M,Orange,Spring,4.5,No,Next Day Air,No,No,45,Credit Card,Quarterly,Footwear,46,0,90,67.0,0.0,26.8,35.2,41.9,28.5,False,False,1. High Value Organic
185,55,Male,Socks,Clothing,20,Louisiana,L,Peach,Summer,3.3,No,Store Pickup,Yes,Yes,19,Venmo,Annually,Clothing,20,1,365,25.0,5.0,10.0,5.0,7.5,2.5,False,False,3. Promo-Using Repeat
186,33,Female,Dress,Clothing,40,New Jersey,L,White,Fall,4.7,No,Next Day Air,No,No,5,Venmo,Quarterly,Clothing,6,0,90,40.0,0.0,16.0,19.0,23.0,15.0,False,False,4. Mid-Tier Core
187,37,Female,Blouse,Clothing,24,Kansas,M,Olive,Fall,4.8,Yes,Standard,Yes,Yes,44,Venmo,Quarterly,Clothing,45,1,90,30.0,6.0,12.0,7.0,10.0,4.0,False,False,3. Promo-Using Repeat
188,61,Male,Sweater,Clothing,22,Hawaii,M,Peach,Winter,2.8,Yes,Express,No,No,21,Credit Card,Annually,Clothing,22,0,365,22.0,0.0,8.8,8.2,10.4,6.0,False,False,4. Mid-Tier Core
189,64,Male,Sweater,Clothing,94,California,M,Yellow,Winter,4.6,No,Next Day Air,Yes,Yes,35,Venmo,Annually,Clothing,36,1,365,117.5,23.5,47.0,42.0,53.75,30.25,True,False,2. High Spend Bargain Hunter
190,52,Female,Pants,Clothing,47,Nebraska,S,Orange,Fall,5.0,Yes,Next Day Air,Yes,Yes,4,Cash,Fortnightly,Clothing,5,1,14,58.75,11.75,23.5,18.5,24.38,12.62,False,False,3. Promo-Using Repeat
191,38,Male,Scarf,Accessories,72,New Hampshire,XL,Cyan,Summer,4.5,Yes,Free Shipping,Yes,Yes,33,Bank Transfer,Quarterly,Accessories,34,1,90,90.0,18.0,36.0,31.0,40.0,22.0,False,False,3. Promo-Using Repeat
192,51,Male,Boots,Footwear,57,New Hampshire,L,Purple,Spring,3.5,No,Store Pickup,Yes,Yes,20,Venmo,Fortnightly,Footwear,21,1,14,71.25,14.25,28.5,23.5,30.62,16.38,False,False,3. Promo-Using Repeat
193,43,Female,Coat,Outerwear,41,Oklahoma,XL,Turquoise,Spring,4.2,No,2-Day Shipping,No,No,7,Bank Transfer,Every 3 Months,Outerwear,8,0,90,41.0,0.0,16.4,19.6,23.7,15.5,False,False,4. Mid-Tier Core
194,36,Female,Handbag,Accessories,33,Iowa,S,White,Fall,3.2,Yes,Express,Yes,Yes,25,Bank Transfer,Quarterly,Accessories,26,1,90,41.25,8.25,16.5,11.5,15.62,7.38,False,False,3. Promo-Using Repeat
195,31,Female,Belt,Accessories,87,Rhode Island,L,Maroon,Winter,3.3,No,2-Day Shipping,Yes,Yes,49,Bank Transfer,Annually,Accessories,50,1,365,108.75,21.75,43.5,38.5,49.38,27.62,True,False,2. High Spend Bargain Hunter
196,63,Female,Jeans,Clothing,40,Oregon,M,Charcoal,Summer,3.7,No,Express,Yes,Yes,9,PayPal,Quarterly,Clothing,10,1,90,50.0,10.0,20.0,15.0,20.0,10.0,False,False,3. Promo-Using Repeat
197,49,Male,Hat,Accessories,64,California,M,Teal,Spring,3.6,No,Express,Yes,Yes,19,Cash,Annually,Accessories,20,1,365,80.0,16.0,32.0,27.0,35.0,19.0,False,False,3. Promo-Using Repeat
198,68,Male,Gloves,Accessories,48,Rhode Island,L,White,Spring,4.5,No,Standard,No,No,2,Cash,Quarterly,Accessories,3,0,90,48.0,0.0,19.2,23.8,28.6,19.0,False,False,4. Mid-Tier Core
199,25,Male,Boots,Footwear,25,Nevada,M,Cyan,Winter,3.7,Yes,Next Day Air,No,No,42,Venmo,Fortnightly,Footwear,43,0,14,25.0,0.0,10.0,10.0,12.5,7.5,False,False,4. Mid-Tier Core
200,57,Male,Sunglasses,Accessories,67,Florida,M,Lavender,Winter,2.5,Yes,Store Pickup,No,No,8,Credit Card,Annually,Accessories,9,0,365,67.0,0.0,26.8,35.2,41.9,28.5,False,False,4. Mid-Tier Core
201,38,Male,Blouse,Clothing,83,Maryland,M,Olive,Winter,4.5,No,Express,Yes,Yes,24,Debit Card,Quarterly,Clothing,25,1,90,103.75,20.75,41.5,36.5,46.88,26.12,True,False,2. High Spend Bargain Hunter
202,56,Male,Shorts,Clothing,30,Oklahoma,M,Black,Winter,3.5,No,Standard,No,No,8,Debit Card,Bi-Weekly,Clothing,9,0,14,30.0,0.0,12.0,13.0,16.0,10.0,False,False,4. Mid-Tier Core
203,65,Male,Sunglasses,Accessories,88,Louisiana,L,Black,Summer,4.3,No,Express,No,No,47,PayPal,Weekly,Accessories,48,0,7,88.0,0.0,35.2,47.8,56.6,39.0,True,True,1. High Value Organic
204,47,Female,Socks,Clothing,55,North Carolina,S,Green,Fall,3.9,No,Standard,Yes,Yes,15,Venmo,Every 3 Months,Clothing,16,1,90,68.75,13.75,27.5,22.5,29.38,15.62,False,False,3. Promo-Using Repeat
205,58,Male,Sweater,Clothing,70,Arkansas,M,Black,Spring,2.8,Yes,Standard,No,No,3,PayPal,Monthly,Clothing,4,0,30,70.0,0.0,28.0,37.0,44.0,30.0,False,False,4. Mid-Tier Core
206,55,Female,Belt,Accessories,59,Maine,S,Teal,Summer,3.6,Yes,Free Shipping,No,No,37,Debit Card,Monthly,Accessories,38,0,30,59.0,0.0,23.6,30.4,36.3,24.5,False,False,1. High Value Organic
207,42,Female,Hat,Accessories,57,Tennessee,M,Violet,Spring,3.5,Yes,Express,Yes,Yes,38,Cash,Monthly,Accessories,39,1,30,71.25,14.25,28.5,23.5,30.62,16.38,False,False,3. Promo-Using Repeat
208,20,Male,Skirt,Clothing,63,New York,L,Beige,Fall,4.7,Yes,Next Day Air,No,No,36,PayPal,Fortnightly,Clothing,37,0,14,63.0,0.0,25.2,32.8,39.1,26.5,False,False,1. High Value Organic
209,45,Male,Backpack,Accessories,87,Georgia,L,Gray,Summer,2.9,Yes,Standard,Yes,Yes,18,PayPal,Quarterly,Accessories,19,1,90,108.75,21.75,43.5,38.5,49.38,27.62,False,False,2. High Spend Bargain Hunter
210,44,Male,Dress,Clothing,68,Iowa,L,Purple,Spring,4.6,No,Store Pickup,Yes,Yes,1,PayPal,Fortnightly,Clothing,2,1,14,85.0,17.0,34.0,29.0,37.5,20.5,False,False,3. Promo-Using Repeat
211,47,Male,Sunglasses,Accessories,78,Massachusetts,XL,White,Spring,2.6,Yes,Next Day Air,No,No,42,Credit Card,Weekly,Accessories,43,0,7,78.0,0.0,31.2,41.8,49.6,34.0,False,True,1. High Value Organic
212,32,Male,Shirt,Clothing,61,Georgia,L,Charcoal,Spring,3.4,No,Store Pickup,No,No,4,Cash,Annually,Clothing,5,0,365,61.0,0.0,24.4,31.6,37.7,25.5,False,False,4. Mid-Tier Core
213,30,Male,Handbag,Accessories,36,Alaska,M,White,Winter,2.9,No,Free Shipping,No,No,45,Bank Transfer,Bi-Weekly,Accessories,46,0,14,36.0,0.0,14.4,16.6,20.2,13.0,False,False,4. Mid-Tier Core
214,59,Female,Boots,Footwear,70,Texas,M,Teal,Winter,4.9,No,Next Day Air,No,No,1,PayPal,Every 3 Months,Footwear,2,0,90,70.0,0.0,28.0,37.0,44.0,30.0,False,False,4. Mid-Tier Core
215,30,Male,Backpack,Accessories,30,Utah,M,Cyan,Summer,4.7,No,Express,No,No,24,Cash,Quarterly,Accessories,25,0,90,30.0,0.0,12.0,13.0,16.0,10.0,False,False,4. Mid-Tier Core
216,25,Male,Sneakers,Footwear,36,Georgia,M,Brown,Summer,4.9,No,Next Day Air,No,No,45,PayPal,Monthly,Footwear,46,0,30,36.0,0.0,14.4,16.6,20.2,13.0,False,False,4. Mid-Tier Core
217,56,Male,Belt,Accessories,100,Florida,M,Teal,Spring,2.9,No,Standard,No,No,44,PayPal,Monthly,Accessories,45,0,30,100.0,0.0,40.0,55.0,65.0,45.0,True,True,1. High Value Organic
218,55,Male,Boots,Footwear,81,Colorado,M,Violet,Fall,3.7,No,Next Day Air,Yes,Yes,14,Credit Card,Weekly,Footwear,15,1,7,101.25,20.25,40.5,35.5,45.62,25.38,False,False,2. High Spend Bargain Hunter
219,64,Male,Jacket,Outerwear,54,West Virginia,S,Lavender,Winter,4.1,No,Next Day Air,No,No,38,Credit Card,Quarterly,Outerwear,39,0,90,54.0,0.0,21.6,27.4,32.8,22.0,False,False,4. Mid-Tier Core
220,63,Male,Sneakers,Footwear,99,Alaska,XL,Yellow,Summer,4.7,No,Store Pickup,No,No,21,PayPal,Weekly,Footwear,22,0,7,99.0,0.0,39.6,54.4,64.3,44.5,True,True,1. High Value Organic
221,47,Female,Handbag,Accessories,66,Kansas,XL,Purple,Spring,4.6,No,Next Day Air,Yes,Yes,1,PayPal,Fortnightly,Accessories,2,1,14,82.5,16.5,33.0,28.0,36.25,19.75,False,False,3. Promo-Using Repeat
222,54,Male,Sneakers,Footwear,27,Oregon,L,Olive,Summer,4.7,No,Express,No,No,34,Bank Transfer,Monthly,Footwear,35,0,30,27.0,0.0,10.8,11.2,13.9,8.5,False,False,4. Mid-Tier Core
223,55,Male,Sandals,Footwear,91,Massachusetts,L,Lavender,Winter,4.2,Yes,Next Day Air,Yes,Yes,38,Cash,Fortnightly,Footwear,39,1,14,113.75,22.75,45.5,40.5,51.88,29.12,True,False,2. High Spend Bargain Hunter
224,33,Male,Boots,Footwear,85,Maine,L,Indigo,Summer,3.0,No,Next Day Air,No,No,8,Bank Transfer,Monthly,Footwear,9,0,30,85.0,0.0,34.0,46.0,54.5,37.5,False,False,4. Mid-Tier Core
225,46,Male,Boots,Footwear,58,Kentucky,M,Magenta,Winter,4.0,No,Express,No,No,25,Bank Transfer,Every 3 Months,Footwear,26,0,90,58.0,0.0,23.2,29.8,35.6,24.0,False,False,1. High Value Organic
226,49,Male,Hat,Accessories,29,Utah,M,Orange,Fall,4.2,Yes,Standard,No,No,46,PayPal,Bi-Weekly,Accessories,47,0,14,29.0,0.0,11.6,12.4,15.3,9.5,False,False,4. Mid-Tier Core
227,47,Male,Backpack,Accessories,96,California,L,Teal,Summer,2.9,No,Free Shipping,Yes,Yes,11,Venmo,Annually,Accessories,12,1,365,120.0,24.0,48.0,43.0,55.0,31.0,False,False,2. High Spend Bargain Hunter
228,48,Male,Hat,Accessories,45,North Carolina,M,Silver,Winter,2.7,No,Express,Yes,Yes,6,Debit Card,Annually,Accessories,7,1,365,56.25,11.25,22.5,17.5,23.12,11.88,False,False,3. Promo-Using Repeat
229,45,Male,Jewelry,Accessories,84,Illinois,M,Maroon,Fall,3.9,No,Next Day Air,Yes,Yes,13,Credit Card,Fortnightly,Accessories,14,1,14,105.0,21.0,42.0,37.0,47.5,26.5,False,False,2. High Spend Bargain Hunter
230,29,Male,Shirt,Clothing,36,California,M,Gray,Fall,4.1,No,Free Shipping,Yes,Yes,47,Debit Card,Bi-Weekly,Clothing,48,1,14,45.0,9.0,18.0,13.0,17.5,8.5,False,False,3. Promo-Using Repeat
